order_id,customer_id,order_date,order_status,payment_method
1257,322,2024-12-31,Pending,Net Banking
1258,429,2025-04-28,Returned,Net Banking
1259,156,2024-07-22,Cancelled,Cash on Delivery
1260,423,2024-09-20,Returned,Credit Card
1261,708,2024-12-25,Pending,Net Banking
1262,209,2025-06-17,Pending,UPI
1263,421,2024-08-30,Returned,Credit Card
1264,514,2025-06-21,Returned,Credit Card
1265,794,2025-03-15,Delivered,Credit Card
1266,627,2025-01-04,Cancelled,Cash on Delivery
1267,943,2024-08-10,Returned,Cash on Delivery
1268,483,2024-07-28,Cancelled,Net Banking
1269,894,2025-03-13,Cancelled,UPI
1270,869,2024-12-22,Delivered,Net Banking
1271,754,2025-05-08,Pending,Credit Card
1272,745,2025-06-11,Cancelled,Net Banking
1273,64,2024-11-07,Cancelled,Credit Card
1274,723,2025-02-21,Cancelled,UPI
1275,142,2025-04-05,Cancelled,Credit Card
1276,532,2024-11-18,Pending,Cash on Delivery
1277,213,2025-05-23,Delivered,Net Banking
1278,575,2024-12-26,Cancelled,Net Banking
1279,333,2024-10-05,Returned,Cash on Delivery
1280,679,2025-02-06,Pending,Cash on Delivery
1281,490,2025-01-29,Delivered,Cash on Delivery
1282,539,2025-01-25,Returned,Credit Card
1283,386,2025-06-07,Returned,Cash on Delivery
1284,322,2025-06-12,Returned,UPI
1285,980,2025-05-09,Cancelled,Net Banking
1286,178,2025-04-11,Cancelled,Net Banking
1287,471,2024-11-02,Returned,UPI
1288,935,2025-02-27,Delivered,Net Banking
1289,546,2025-03-12,Cancelled,Cash on Delivery
1290,351,2024-10-31,Delivered,Net Banking
1291,560,2025-01-17,Cancelled,UPI
1292,363,2024-08-26,Cancelled,Cash on Delivery
1293,693,2025-03-13,Cancelled,Credit Card
1294,791,2025-03-18,Delivered,Credit Card
1295,889,2025-05-17,Cancelled,Cash on Delivery
1296,739,2025-04-01,Delivered,Net Banking
1297,698,2025-02-11,Cancelled,UPI
1298,659,2025-01-14,Pending,Cash on Delivery
1299,823,2025-03-19,Cancelled,UPI
1300,710,2024-10-13,Returned,Credit Card
1301,271,2025-05-06,Delivered,Cash on Delivery
1302,625,2025-02-12,Pending,Cash on Delivery
1303,496,2025-04-25,Delivered,UPI
1304,197,2025-06-10,Cancelled,Credit Card
1305,981,2024-09-30,Returned,Credit Card
1306,253,2024-09-22,Returned,Cash on Delivery
1307,286,2025-05-09,Returned,UPI
1308,572,2024-07-05,Cancelled,Cash on Delivery
1309,306,2024-12-12,Cancelled,Net Banking
1310,231,2024-12-31,Returned,Credit Card
1311,965,2024-10-10,Cancelled,Credit Card
1312,997,2024-11-01,Cancelled,Cash on Delivery
1313,305,2025-06-27,Pending,Cash on Delivery
1314,790,2025-01-10,Cancelled,Cash on Delivery
1315,296,2024-10-21,Pending,Credit Card
1316,722,2025-01-06,Returned,Credit Card
1317,213,2025-04-04,Delivered,Credit Card
1318,707,2024-12-01,Cancelled,Net Banking
1319,722,2024-07-16,Returned,Cash on Delivery
1320,501,2025-02-11,Returned,Credit Card
1321,325,2024-10-21,Cancelled,Net Banking
1322,492,2025-05-04,Delivered,Cash on Delivery
1323,358,2025-05-28,Delivered,UPI
1324,574,2024-10-05,Cancelled,UPI
1325,957,2024-08-07,Returned,Cash on Delivery
1326,957,2025-05-13,Cancelled,Cash on Delivery
1327,815,2024-08-23,Delivered,Cash on Delivery
1328,739,2025-01-28,Cancelled,UPI
1329,281,2024-09-21,Returned,Net Banking
1330,295,2025-05-20,Delivered,UPI
1331,125,2025-04-27,Delivered,Credit Card
1332,588,2024-09-20,Delivered,Cash on Delivery
1333,693,2025-06-04,Returned,UPI
1334,557,2024-10-01,Cancelled,Cash on Delivery
1335,389,2024-12-24,Delivered,Net Banking
1336,918,2025-06-13,Returned,Credit Card
1337,405,2024-08-25,Returned,UPI
1338,839,2025-06-21,Pending,Net Banking
1339,354,2024-08-04,Delivered,Net Banking
1340,978,2025-03-24,Returned,Credit Card
1341,792,2025-01-23,Cancelled,Credit Card
1342,824,2025-01-09,Returned,Credit Card
1343,150,2024-11-14,Returned,Net Banking
1344,298,2024-12-04,Pending,UPI
1345,44,2025-04-11,Delivered,Net Banking
1346,295,2024-11-29,Returned,UPI
1347,979,2024-12-06,Cancelled,Net Banking
1348,732,2025-02-02,Pending,Credit Card
1349,81,2024-11-02,Returned,Cash on Delivery
1350,355,2024-10-21,Cancelled,Net Banking
1351,947,2024-07-28,Delivered,Net Banking
1352,453,2024-09-29,Pending,Cash on Delivery
1353,672,2024-08-29,Returned,Net Banking
1354,263,2025-02-23,Pending,Net Banking
1355,766,2024-12-30,Cancelled,Net Banking
1356,491,2025-06-22,Delivered,Net Banking
1357,220,2025-03-11,Delivered,Net Banking
1358,207,2024-07-22,Delivered,UPI
1359,848,2025-04-23,Delivered,UPI
1360,552,2024-10-26,Returned,UPI
1361,278,2025-06-21,Cancelled,Net Banking
1362,956,2025-06-07,Pending,Net Banking
1363,576,2024-07-19,Returned,UPI
1364,713,2024-12-13,Pending,Credit Card
1365,279,2024-12-01,Delivered,UPI
1366,141,2025-05-09,Cancelled,Net Banking
1367,112,2024-12-11,Returned,Net Banking
1368,631,2024-08-25,Pending,Credit Card
1369,759,2024-12-04,Pending,UPI
1370,601,2024-12-27,Returned,Cash on Delivery
1371,246,2024-07-08,Pending,Credit Card
1372,249,2024-11-03,Pending,Net Banking
1373,52,2025-06-26,Returned,Credit Card
1374,686,2024-11-17,Cancelled,Credit Card
1375,927,2024-08-11,Returned,Cash on Delivery
1376,544,2024-10-24,Returned,Cash on Delivery
1377,232,2024-09-26,Cancelled,Credit Card
1378,654,2025-01-01,Pending,UPI
1379,239,2025-06-03,Returned,Credit Card
1380,54,2025-01-04,Pending,Cash on Delivery
1381,103,2025-06-22,Pending,Cash on Delivery
1382,424,2024-11-27,Pending,Cash on Delivery
1383,339,2025-02-10,Returned,Cash on Delivery
1384,735,2024-09-18,Cancelled,Cash on Delivery
1385,484,2024-12-01,Delivered,Net Banking
1386,103,2024-12-11,Cancelled,Credit Card
1387,698,2025-05-22,Returned,UPI
1388,790,2024-09-26,Cancelled,UPI
1389,141,2024-10-16,Delivered,Net Banking
1390,6,2024-09-29,Cancelled,Credit Card
1391,988,2025-02-19,Returned,Cash on Delivery
1392,564,2025-05-05,Pending,Cash on Delivery
1393,952,2024-08-30,Delivered,UPI
1394,162,2024-11-04,Cancelled,UPI
1395,417,2024-08-27,Returned,Net Banking
1396,669,2025-02-14,Delivered,Credit Card
1397,958,2024-11-01,Delivered,Credit Card
1398,902,2025-02-12,Cancelled,Cash on Delivery
1399,900,2024-11-20,Returned,Credit Card
1400,488,2025-05-24,Returned,Credit Card
1401,489,2024-07-29,Delivered,Net Banking
1402,667,2024-08-05,Delivered,Net Banking
1403,205,2024-07-28,Pending,Cash on Delivery
1404,775,2024-07-28,Cancelled,Net Banking
1405,988,2025-05-02,Pending,Cash on Delivery
1406,295,2025-04-09,Delivered,Net Banking
1407,329,2024-06-30,Delivered,Net Banking
1408,293,2024-08-24,Returned,UPI
1409,662,2025-01-22,Returned,UPI
1410,61,2024-12-10,Pending,Net Banking
1411,930,2025-01-04,Delivered,Net Banking
1412,788,2025-06-10,Cancelled,Net Banking
1413,92,2024-08-01,Returned,UPI
1414,668,2025-06-24,Returned,Cash on Delivery
1415,588,2025-05-01,Delivered,Credit Card
1416,238,2025-05-06,Cancelled,Net Banking
1417,548,2025-03-24,Pending,Net Banking
1418,757,2025-03-05,Cancelled,UPI
1419,741,2024-08-24,Delivered,Net Banking
1420,871,2024-07-16,Cancelled,Cash on Delivery
1421,960,2024-06-27,Cancelled,Credit Card
1422,39,2024-12-26,Delivered,Net Banking
1423,936,2024-09-03,Pending,Cash on Delivery
1424,944,2024-07-09,Cancelled,Credit Card
1425,180,2024-08-17,Delivered,UPI
1426,428,2024-10-18,Cancelled,Credit Card
1427,904,2025-05-20,Delivered,Cash on Delivery
1428,858,2024-11-16,Pending,Credit Card
1429,181,2025-03-17,Returned,Credit Card
1430,957,2025-03-20,Pending,UPI
1431,942,2025-06-18,Returned,Credit Card
1432,38,2025-05-14,Returned,UPI
1433,857,2025-03-25,Cancelled,Net Banking
1434,407,2024-11-12,Delivered,Credit Card
1435,807,2025-03-12,Delivered,Credit Card
1436,508,2025-02-04,Delivered,UPI
1437,191,2024-07-30,Pending,Credit Card
1438,960,2024-07-12,Pending,Cash on Delivery
1439,767,2024-08-30,Pending,UPI
1440,986,2025-06-08,Pending,UPI
1441,894,2024-10-25,Cancelled,Net Banking
1442,949,2024-11-02,Cancelled,Credit Card
1443,297,2024-08-04,Returned,Cash on Delivery
1444,898,2024-07-12,Returned,Net Banking
1445,39,2025-02-08,Delivered,Credit Card
1446,10,2024-07-28,Pending,Net Banking
1447,306,2024-07-12,Cancelled,Credit Card
1448,582,2025-02-20,Returned,Cash on Delivery
1449,618,2024-06-27,Delivered,Net Banking
1450,110,2025-05-12,Delivered,UPI
1451,951,2025-06-20,Pending,Net Banking
1452,344,2024-09-09,Pending,Credit Card
1453,292,2025-04-29,Delivered,Cash on Delivery
1454,466,2024-08-31,Pending,Net Banking
1455,657,2025-06-10,Pending,Cash on Delivery
1456,557,2024-11-25,Returned,Credit Card
1457,537,2025-05-13,Returned,Credit Card
1458,506,2025-01-03,Returned,Credit Card
1459,911,2024-08-07,Cancelled,UPI
1460,962,2024-10-08,Pending,Cash on Delivery
1461,138,2025-02-12,Returned,UPI
1462,872,2024-10-18,Returned,UPI
1463,517,2025-02-21,Delivered,Cash on Delivery
1464,480,2025-05-18,Returned,Credit Card
1465,280,2025-01-17,Delivered,UPI
1466,198,2024-07-24,Pending,Cash on Delivery
1467,829,2025-05-16,Delivered,Net Banking
1468,116,2025-02-19,Returned,UPI
1469,339,2024-10-15,Cancelled,Credit Card
1470,167,2024-08-19,Cancelled,Cash on Delivery
1471,749,2024-07-22,Pending,UPI
1472,470,2024-12-23,Returned,Credit Card
1473,664,2025-02-17,Pending,Credit Card
1474,264,2025-05-24,Delivered,Cash on Delivery
1475,736,2024-10-05,Pending,Net Banking
1476,191,2024-08-27,Cancelled,Credit Card
1477,15,2025-03-03,Pending,Cash on Delivery
1478,755,2025-04-24,Delivered,UPI
1479,346,2025-03-25,Returned,Net Banking
1480,810,2025-01-12,Pending,Cash on Delivery
1481,303,2024-08-03,Delivered,Cash on Delivery
1482,582,2025-01-05,Cancelled,Net Banking
1483,691,2025-02-17,Returned,Credit Card
1484,776,2024-09-21,Pending,Credit Card
1485,198,2025-03-21,Pending,UPI
1486,180,2024-10-15,Cancelled,UPI
1487,626,2024-07-09,Pending,UPI
1488,877,2024-11-26,Cancelled,Net Banking
1489,655,2025-05-23,Cancelled,Net Banking
1490,919,2024-11-05,Returned,Credit Card
1491,416,2025-03-12,Cancelled,Cash on Delivery
1492,847,2024-08-29,Cancelled,Credit Card
1493,438,2025-03-23,Cancelled,Cash on Delivery
1494,528,2024-12-27,Pending,Net Banking
1495,336,2025-05-07,Cancelled,Net Banking
1496,89,2024-12-19,Cancelled,Credit Card
1497,411,2024-11-13,Cancelled,Net Banking
1498,686,2025-01-10,Cancelled,Credit Card
1499,98,2024-10-23,Pending,Net Banking
1500,190,2024-10-19,Cancelled,UPI
1501,144,2025-03-07,Delivered,Credit Card
1502,489,2025-03-28,Delivered,Cash on Delivery
1503,332,2025-05-09,Delivered,Credit Card
1504,959,2024-11-29,Returned,UPI
1505,255,2024-12-06,Delivered,UPI
1506,7,2025-05-06,Delivered,Cash on Delivery
1507,268,2025-06-23,Returned,Net Banking
1508,393,2024-09-26,Pending,Net Banking
1509,242,2025-05-01,Pending,Credit Card
1510,458,2025-05-21,Returned,UPI
1511,772,2024-10-25,Pending,UPI
1512,274,2025-03-12,Returned,Cash on Delivery
1513,977,2024-10-31,Cancelled,UPI
1514,338,2024-09-16,Pending,UPI
1515,310,2024-09-28,Returned,Net Banking
1516,597,2024-12-23,Cancelled,Net Banking
1517,741,2024-08-23,Cancelled,Credit Card
1518,587,2025-03-27,Delivered,Credit Card
1519,12,2024-08-26,Returned,Net Banking
1520,268,2024-07-11,Returned,Cash on Delivery
1521,670,2024-07-27,Delivered,UPI
1522,369,2024-07-19,Pending,Credit Card
1523,710,2025-02-10,Returned,Credit Card
1524,242,2025-06-01,Cancelled,Net Banking
1525,64,2024-08-11,Returned,Cash on Delivery
1526,684,2024-08-23,Delivered,Cash on Delivery
1527,122,2024-08-07,Returned,Net Banking
1528,477,2024-12-18,Pending,Cash on Delivery
1529,315,2024-08-14,Delivered,UPI
1530,164,2024-08-23,Delivered,Cash on Delivery
1531,416,2025-04-03,Cancelled,Credit Card
1532,703,2024-07-25,Returned,UPI
1533,515,2024-10-14,Delivered,Credit Card
1534,946,2025-04-22,Pending,Cash on Delivery
1535,917,2024-11-03,Pending,Credit Card
1536,910,2025-03-21,Pending,Net Banking
1537,721,2024-10-29,Cancelled,Credit Card
1538,789,2025-02-06,Pending,UPI
1539,319,2024-09-27,Cancelled,Cash on Delivery
1540,707,2025-04-02,Pending,Net Banking
1541,121,2024-12-31,Returned,UPI
1542,655,2024-12-13,Pending,Cash on Delivery
1543,939,2024-12-03,Pending,Cash on Delivery
1544,964,2024-08-13,Cancelled,Cash on Delivery
1545,303,2025-06-23,Returned,Net Banking
1546,377,2025-03-04,Returned,Cash on Delivery
1547,630,2025-03-13,Cancelled,UPI
1548,227,2025-03-14,Returned,Cash on Delivery
1549,225,2025-01-27,Pending,Cash on Delivery
1550,981,2025-04-06,Pending,UPI
1551,137,2025-02-10,Returned,Net Banking
1552,490,2024-10-22,Pending,Cash on Delivery
1553,157,2025-06-26,Returned,Credit Card
1554,466,2025-03-29,Cancelled,UPI
1555,766,2024-09-16,Cancelled,Credit Card
1556,621,2025-06-09,Cancelled,Net Banking
1557,383,2024-12-27,Delivered,Credit Card
1558,426,2025-03-08,Pending,Credit Card
1559,719,2024-07-10,Cancelled,UPI
1560,563,2024-11-15,Returned,Net Banking
1561,935,2024-08-26,Returned,Net Banking
1562,483,2024-11-25,Cancelled,Net Banking
1563,776,2024-09-09,Cancelled,Credit Card
1564,551,2024-11-08,Cancelled,Credit Card
1565,822,2024-07-22,Returned,Credit Card
1566,681,2024-07-15,Delivered,Net Banking
1567,846,2024-07-09,Cancelled,Credit Card
1568,224,2025-05-19,Returned,Cash on Delivery
1569,781,2025-05-24,Returned,Net Banking
1570,254,2025-05-05,Cancelled,Cash on Delivery
1571,697,2024-10-02,Pending,Net Banking
1572,773,2024-11-25,Returned,UPI
1573,611,2024-09-07,Pending,Credit Card
1574,895,2025-05-08,Pending,Credit Card
1575,807,2025-01-06,Delivered,Net Banking
1576,84,2024-12-24,Returned,Cash on Delivery
1577,539,2025-03-09,Delivered,UPI
1578,458,2024-11-28,Cancelled,Net Banking
1579,541,2025-04-27,Delivered,Credit Card
1580,721,2025-03-29,Cancelled,UPI
1581,371,2025-05-27,Pending,Credit Card
1582,80,2024-10-30,Returned,Cash on Delivery
1583,940,2024-12-18,Delivered,Cash on Delivery
1584,578,2024-08-17,Returned,UPI
1585,115,2025-05-09,Pending,Credit Card
1586,64,2024-10-31,Pending,Cash on Delivery
1587,849,2025-04-12,Pending,UPI
1588,561,2025-03-28,Pending,UPI
1589,925,2024-12-08,Pending,Net Banking
1590,518,2025-03-09,Pending,Cash on Delivery
1591,208,2024-10-27,Delivered,Credit Card
1592,587,2025-06-17,Returned,Cash on Delivery
1593,550,2025-04-14,Delivered,Net Banking
1594,154,2025-02-02,Pending,UPI
1595,169,2025-05-30,Cancelled,Credit Card
1596,336,2025-03-25,Cancelled,UPI
1597,875,2024-09-06,Pending,Net Banking
1598,533,2024-06-29,Pending,Credit Card
1599,453,2025-05-30,Pending,Cash on Delivery
1600,120,2025-04-27,Returned,Net Banking
1601,697,2024-08-29,Returned,UPI
1602,211,2024-10-02,Delivered,UPI
1603,735,2024-12-05,Returned,UPI
1604,598,2024-08-02,Pending,Credit Card
1605,501,2025-01-02,Returned,UPI
1606,94,2025-06-02,Cancelled,Credit Card
1607,921,2024-11-03,Cancelled,UPI
1608,523,2024-08-23,Pending,Cash on Delivery
1609,457,2024-07-13,Returned,UPI
1610,829,2025-06-05,Returned,Cash on Delivery
1611,57,2024-08-20,Delivered,UPI
1612,465,2024-09-28,Delivered,Credit Card
1613,136,2025-01-12,Cancelled,Cash on Delivery
1614,526,2025-02-16,Pending,Net Banking
1615,426,2025-01-05,Cancelled,Credit Card
1616,468,2024-10-12,Pending,Net Banking
1617,578,2025-06-14,Pending,Credit Card
1618,60,2024-09-13,Pending,Cash on Delivery
1619,573,2025-04-02,Pending,Net Banking
1620,474,2024-09-05,Returned,Net Banking
1621,689,2024-12-06,Pending,Cash on Delivery
1622,827,2024-07-11,Returned,Credit Card
1623,316,2025-04-22,Pending,Net Banking
1624,741,2024-06-30,Returned,Net Banking
1625,23,2025-02-27,Returned,Cash on Delivery
1626,406,2024-11-14,Cancelled,Credit Card
1627,261,2025-03-30,Cancelled,UPI
1628,837,2024-11-07,Delivered,Credit Card
1629,4,2025-05-03,Cancelled,Cash on Delivery
1630,764,2025-02-20,Cancelled,Net Banking
1631,224,2024-11-18,Pending,Net Banking
1632,593,2024-11-04,Delivered,Cash on Delivery
1633,75,2024-06-28,Cancelled,Credit Card
1634,47,2024-08-06,Cancelled,Net Banking
1635,434,2024-12-31,Returned,UPI
1636,353,2025-04-22,Delivered,Cash on Delivery
1637,718,2025-05-13,Delivered,Credit Card
1638,66,2025-01-07,Delivered,Credit Card
1639,555,2024-09-13,Returned,UPI
1640,62,2024-09-16,Delivered,Net Banking
1641,958,2024-08-23,Delivered,Credit Card
1642,916,2024-11-03,Returned,UPI
1643,71,2025-03-18,Delivered,UPI
1644,957,2025-03-09,Delivered,UPI
1645,484,2025-05-26,Pending,Cash on Delivery
1646,33,2025-04-09,Cancelled,Cash on Delivery
1647,294,2025-04-11,Delivered,Credit Card
1648,419,2025-01-09,Returned,Credit Card
1649,185,2024-10-11,Pending,Credit Card
1650,788,2025-01-19,Cancelled,Net Banking
1651,139,2024-11-25,Cancelled,Net Banking
1652,785,2025-06-07,Pending,Credit Card
1653,657,2025-01-18,Returned,Cash on Delivery
1654,747,2025-02-11,Cancelled,Cash on Delivery
1655,662,2025-02-19,Cancelled,UPI
1656,987,2025-06-21,Cancelled,Credit Card
1657,431,2025-02-19,Delivered,Net Banking
1658,384,2024-09-11,Delivered,UPI
1659,913,2024-12-12,Pending,Cash on Delivery
1660,392,2025-04-21,Pending,Credit Card
1661,460,2025-04-06,Returned,Cash on Delivery
1662,891,2025-05-03,Returned,UPI
1663,940,2024-07-12,Pending,Credit Card
1664,929,2024-12-20,Returned,Net Banking
1665,387,2025-04-02,Cancelled,Credit Card
1666,385,2025-02-11,Cancelled,Net Banking
1667,83,2025-01-25,Returned,Credit Card
1668,700,2024-10-17,Returned,Credit Card
1669,988,2025-01-22,Pending,Credit Card
1670,678,2025-04-16,Pending,Credit Card
1671,896,2024-12-21,Returned,Net Banking
1672,553,2024-07-14,Cancelled,Cash on Delivery
1673,137,2024-10-15,Delivered,Credit Card
1674,670,2024-11-03,Returned,UPI
1675,881,2024-07-03,Pending,Credit Card
1676,357,2024-12-02,Pending,Net Banking
1677,122,2025-02-10,Returned,Credit Card
1678,183,2025-02-25,Pending,Cash on Delivery
1679,551,2025-04-30,Cancelled,Net Banking
1680,403,2024-07-21,Pending,Credit Card
1681,542,2024-12-28,Delivered,Credit Card
1682,131,2025-05-15,Delivered,Credit Card
1683,746,2025-06-03,Cancelled,Credit Card
1684,229,2024-12-06,Pending,Cash on Delivery
1685,855,2025-06-22,Pending,Net Banking
1686,4,2024-12-24,Returned,Net Banking
1687,775,2025-06-17,Delivered,Credit Card
1688,24,2025-06-05,Returned,Net Banking
1689,306,2025-02-18,Returned,UPI
1690,475,2025-02-04,Pending,Credit Card
1691,690,2024-09-24,Delivered,Net Banking
1692,737,2025-06-20,Returned,Net Banking
1693,558,2024-10-27,Pending,Net Banking
1694,435,2025-05-17,Cancelled,Net Banking
1695,545,2025-02-11,Delivered,Credit Card
1696,389,2024-09-21,Pending,Cash on Delivery
1697,844,2024-12-18,Cancelled,Credit Card
1698,236,2024-10-07,Returned,Net Banking
1699,254,2024-10-21,Returned,Cash on Delivery
1700,472,2025-06-08,Returned,UPI
1701,355,2025-03-07,Cancelled,Credit Card
1702,159,2025-05-23,Cancelled,Credit Card
1703,283,2024-07-12,Returned,Credit Card
1704,194,2025-05-10,Returned,Credit Card
1705,960,2024-09-24,Cancelled,UPI
1706,897,2025-03-13,Pending,UPI
1707,743,2025-06-13,Delivered,Cash on Delivery
1708,784,2025-02-07,Returned,Cash on Delivery
1709,116,2024-10-03,Cancelled,Net Banking
1710,33,2024-11-27,Pending,Net Banking
1711,829,2024-10-08,Pending,Net Banking
1712,677,2024-06-28,Pending,UPI
1713,430,2025-01-19,Returned,UPI
1714,630,2024-09-24,Cancelled,UPI
1715,785,2024-07-12,Delivered,Credit Card
1716,959,2024-09-21,Cancelled,Credit Card
1717,905,2025-05-12,Cancelled,UPI
1718,911,2024-12-18,Pending,Cash on Delivery
1719,17,2024-09-27,Delivered,Net Banking
1720,247,2024-11-28,Returned,Cash on Delivery
1721,212,2024-06-27,Returned,Cash on Delivery
1722,69,2024-12-10,Pending,UPI
1723,104,2024-07-15,Returned,UPI
1724,609,2024-07-26,Cancelled,Net Banking
1725,35,2025-05-04,Pending,Cash on Delivery
1726,458,2025-05-04,Delivered,Cash on Delivery
1727,613,2024-10-11,Cancelled,Cash on Delivery
1728,689,2025-01-20,Delivered,Cash on Delivery
1729,721,2025-05-09,Delivered,Credit Card
1730,894,2025-06-11,Cancelled,UPI
1731,50,2025-01-25,Delivered,Credit Card
1732,251,2025-06-27,Pending,UPI
1733,759,2024-12-05,Pending,Credit Card
1734,46,2024-07-03,Cancelled,Net Banking
1735,412,2025-01-07,Returned,Cash on Delivery
1736,450,2025-05-30,Delivered,UPI
1737,240,2025-04-07,Cancelled,UPI
1738,553,2025-05-01,Delivered,UPI
1739,223,2025-04-20,Cancelled,Credit Card
1740,773,2025-03-02,Delivered,Cash on Delivery
1741,885,2025-04-29,Returned,UPI
1742,795,2024-10-23,Cancelled,Net Banking
1743,58,2025-04-21,Pending,Net Banking
1744,144,2025-02-15,Returned,Cash on Delivery
1745,516,2025-03-11,Pending,Cash on Delivery
1746,297,2024-07-16,Returned,Cash on Delivery
1747,240,2025-01-05,Pending,Net Banking
1748,836,2025-02-07,Returned,Cash on Delivery
1749,939,2024-09-17,Delivered,UPI
1750,750,2025-01-20,Pending,Credit Card
1751,590,2025-03-10,Delivered,Net Banking
1752,327,2025-01-27,Cancelled,Credit Card
1753,592,2024-10-16,Delivered,Net Banking
1754,613,2025-04-25,Pending,UPI
1755,792,2024-08-11,Returned,Credit Card
1756,689,2025-05-25,Delivered,UPI
1757,839,2024-09-26,Returned,UPI
1758,329,2025-06-21,Cancelled,Net Banking
1759,243,2024-11-25,Cancelled,UPI
1760,310,2025-01-30,Pending,UPI
1761,898,2025-04-04,Returned,Net Banking
1762,147,2024-11-01,Delivered,Cash on Delivery
1763,677,2024-09-03,Delivered,Net Banking
1764,534,2025-01-24,Cancelled,UPI
1765,227,2025-03-08,Returned,Net Banking
1766,424,2024-09-12,Returned,UPI
1767,308,2024-07-02,Cancelled,Credit Card
1768,282,2025-03-20,Delivered,Cash on Delivery
1769,63,2024-12-10,Cancelled,Credit Card
1770,571,2024-07-27,Returned,Credit Card
1771,972,2024-11-01,Delivered,Cash on Delivery
1772,606,2025-03-05,Cancelled,Credit Card
1773,901,2024-09-30,Returned,Credit Card
1774,753,2024-12-30,Returned,UPI
1775,934,2024-07-05,Pending,Cash on Delivery
1776,180,2024-08-04,Pending,Net Banking
1777,642,2024-08-16,Cancelled,UPI
1778,696,2025-06-23,Delivered,Cash on Delivery
1779,438,2025-04-14,Delivered,Credit Card
1780,570,2025-04-06,Pending,Credit Card
1781,508,2024-10-05,Returned,UPI
1782,49,2024-08-31,Pending,UPI
1783,996,2025-03-09,Cancelled,Cash on Delivery
1784,353,2024-10-18,Pending,UPI
1785,965,2025-03-14,Delivered,UPI
1786,659,2024-10-04,Cancelled,Cash on Delivery
1787,688,2024-12-05,Delivered,UPI
1788,391,2024-08-28,Cancelled,Cash on Delivery
1789,805,2025-06-13,Returned,UPI
1790,538,2024-12-09,Pending,UPI
1791,327,2024-09-14,Delivered,UPI
1792,714,2025-04-06,Cancelled,Credit Card
1793,427,2024-08-29,Pending,UPI
1794,419,2024-11-14,Delivered,Cash on Delivery
1795,153,2024-08-03,Returned,Credit Card
1796,308,2025-04-20,Cancelled,Credit Card
1797,386,2025-06-23,Delivered,UPI
1798,189,2024-10-17,Delivered,Net Banking
1799,773,2024-10-25,Returned,Credit Card
1800,551,2025-01-23,Cancelled,Cash on Delivery
1801,485,2025-03-22,Pending,UPI
1802,247,2025-01-26,Delivered,Cash on Delivery
1803,870,2025-03-02,Cancelled,Net Banking
1804,231,2024-07-23,Cancelled,UPI
1805,308,2024-07-26,Returned,Cash on Delivery
1806,879,2024-08-26,Delivered,Cash on Delivery
1807,725,2025-06-01,Pending,UPI
1808,148,2024-08-13,Delivered,Net Banking
1809,826,2025-05-24,Delivered,Credit Card
1810,475,2025-06-25,Pending,Credit Card
1811,937,2024-06-28,Cancelled,UPI
1812,60,2024-09-28,Delivered,UPI
1813,576,2024-07-22,Cancelled,UPI
1814,423,2025-04-25,Returned,UPI
1815,992,2025-04-22,Cancelled,Net Banking
1816,427,2025-05-01,Pending,Cash on Delivery
1817,571,2025-04-17,Pending,Cash on Delivery
1818,543,2024-10-09,Returned,Net Banking
1819,138,2024-09-04,Cancelled,UPI
1820,398,2024-08-10,Delivered,Credit Card
1821,249,2025-04-20,Returned,UPI
1822,262,2024-12-19,Pending,Cash on Delivery
1823,209,2024-11-05,Cancelled,UPI
1824,339,2024-08-13,Pending,Cash on Delivery
1825,663,2025-01-07,Delivered,UPI
1826,81,2025-04-20,Returned,Credit Card
1827,945,2025-05-17,Returned,Cash on Delivery
1828,461,2025-04-25,Pending,UPI
1829,868,2025-01-20,Returned,Net Banking
1830,380,2024-12-24,Cancelled,UPI
1831,95,2025-01-11,Cancelled,Credit Card
1832,549,2024-08-13,Pending,Net Banking
1833,742,2024-12-30,Pending,Credit Card
1834,850,2025-03-13,Returned,UPI
1835,196,2025-02-20,Pending,Net Banking
1836,53,2024-10-13,Cancelled,Cash on Delivery
1837,275,2025-04-28,Delivered,Net Banking
1838,387,2024-07-29,Cancelled,Net Banking
1839,690,2024-11-12,Returned,UPI
1840,620,2025-04-29,Pending,Cash on Delivery
1841,618,2024-08-01,Pending,Cash on Delivery
1842,41,2024-11-11,Pending,Net Banking
1843,895,2024-09-03,Returned,Net Banking
1844,75,2024-11-24,Delivered,Net Banking
1845,193,2025-05-06,Returned,Cash on Delivery
1846,824,2024-09-08,Cancelled,Net Banking
1847,780,2025-01-24,Delivered,Credit Card
1848,602,2024-10-02,Pending,UPI
1849,742,2025-04-04,Cancelled,UPI
1850,688,2024-07-04,Pending,UPI
1851,573,2025-06-15,Delivered,Net Banking
1852,223,2025-06-16,Returned,UPI
1853,491,2025-02-22,Cancelled,Net Banking
1854,214,2025-05-05,Returned,UPI
1855,891,2025-05-01,Cancelled,Cash on Delivery
1856,929,2025-04-20,Pending,Net Banking
1857,341,2024-07-30,Pending,Net Banking
1858,311,2024-07-21,Returned,UPI
1859,980,2024-08-29,Pending,Cash on Delivery
1860,931,2024-08-22,Delivered,Cash on Delivery
1861,16,2024-11-06,Delivered,Credit Card
1862,217,2024-08-28,Delivered,UPI
1863,960,2025-01-15,Delivered,Credit Card
1864,195,2025-05-09,Cancelled,Cash on Delivery
